Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 2,Hiding,,,STATE,2044.428,2063.657,19.229,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 6,Hiding,,,STATE,2044.657,2134.509,89.852,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 3,Hiding,,,STATE,2045.175,2069.680,24.505,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 1,Hiding,,,STATE,2045.185,2083.666,38.481,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 2,Open,,,STATE,2045.659,2111.702,66.043,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 3,Open,,,STATE,2047.663,2094.710,47.047,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 6,Open,,,STATE,2047.938,2084.156,36.218,,
WES_trial2_02_20220812_NR,2023-08-10 09:48:14,,/Users/queen_nishika/Downloads/WES_trial2_02_20220812.mov,2054.300,30.0,Pool 1,Open,,,STATE,2048.194,2054.036,5.842,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 1,Open,,,STATE,2049.145,2067.428,18.283,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Hiding,,,STATE,2050.132,2065.890,15.758,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 2,Hiding,,,STATE,2050.418,2131.163,80.745,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 2,Hiding,,,STATE,2051.174,2056.694,5.520,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 3,Hiding,,,STATE,2051.633,2412.132,360.499,,
BR2_trial2_02_20220810,2023-09-05 14:44:00,,/Users/queen_nishika/Downloads/BR2_trial2_02_20220810.mov,2356.000,30.0,Pool 3,Open,,,STATE,2053.434,2066.700,13.266,,
BR_trial1_02_20220808,2024-02-13 14:30:42,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_02_20220808.mov,2093.970,30.0,Pool 1,Open,,,STATE,2053.443,2068.433,14.990,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Open,,,STATE,2053.463,2059.451,5.988,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 1,Open,,,STATE,2053.707,2108.703,54.996,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Open,,,STATE,2054.180,2058.933,4.753,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 3,Open,,,STATE,2055.415,2080.698,25.283,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 4,Hiding,,,STATE,2055.444,2062.168,6.724,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 5,Hiding,,,STATE,2055.677,2089.711,34.034,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 1,Hiding,,,STATE,2056.666,2092.137,35.471,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 2,Open,,,STATE,2056.694,2077.196,20.502,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 2,Open,,,STATE,2057.375,2066.170,8.795,,
BR1_trial2_02_20220810,2023-08-31 15:43:26,,/Users/queen_nishika/Downloads/BR1_trial2_02_20220810.mov,2302.170,30.0,Pool 2,Hiding,,,STATE,2057.698,2068.179,10.481,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Hiding,,,STATE,2058.765,2070.778,12.013,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 3,Open,,,STATE,2058.891,2099.195,40.304,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,2058.933,2073.702,14.769,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,2059.451,2074.486,15.035,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 2,Hiding,,,STATE,2059.691,2179.191,119.500,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 6,Hiding,,,STATE,2059.692,2129.694,70.002,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 3,Open,,,STATE,2060.160,2094.134,33.974,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 4,Open,,,STATE,2062.168,2089.195,27.027,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 6,Hiding,,,STATE,2062.630,2132.158,69.528,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 3,Open,,,STATE,2062.655,2401.670,339.015,,
BR1_trial1_01_20220810,2023-08-23 10:38:18,,/Users/queen_nishika/Downloads/BR1_trial1_01_20220810.mov,2254.700,30.0,Pool 1,Open,,,STATE,2063.191,2109.689,46.498,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 5,Open,,,STATE,2063.991,2077.420,13.429,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 2,Open,,,STATE,2064.642,2102.662,38.020,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 5,Open,,,STATE,2064.656,2093.662,29.006,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 2,Open,,,STATE,2066.167,2077.188,11.021,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 2,Hiding,,,STATE,2066.170,2133.879,67.709,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Open,,,STATE,2066.641,2090.648,24.007,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 6,Hiding,,,STATE,2066.677,2076.667,9.990,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 1,Hiding,,,STATE,2066.700,2194.419,127.719,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 1,Hiding,,,STATE,2067.428,2132.206,64.778,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 4,Hiding,,,STATE,2067.688,2158.655,90.967,,
BR2_trial2_02_20220810,2023-09-05 14:44:00,,/Users/queen_nishika/Downloads/BR2_trial2_02_20220810.mov,2356.000,30.0,Pool 3,Hiding,,,STATE,2067.708,2080.704,12.996,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 2,Hiding,,,STATE,2067.780,2099.240,31.460,,
BR1_trial2_02_20220810,2023-08-31 15:43:26,,/Users/queen_nishika/Downloads/BR1_trial2_02_20220810.mov,2302.170,30.0,Pool 2,Open,,,STATE,2068.179,2159.182,91.003,,
BR_trial1_02_20220808,2024-02-13 14:30:42,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_02_20220808.mov,2093.970,30.0,Pool 1,Hiding,,,STATE,2068.433,2093.636,25.203,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 3,Open,,,STATE,2069.680,2080.679,10.999,,
BR1_trial2_02_20220810,2023-08-31 15:43:26,,/Users/queen_nishika/Downloads/BR1_trial2_02_20220810.mov,2302.170,30.0,Pool 3,Open,,,STATE,2070.160,2125.702,55.542,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Open,,,STATE,2070.778,2138.828,68.050,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 5,Hiding,,,STATE,2073.154,2197.931,124.777,,
WES_trial2_01_20220808,2023-08-25 10:49:51,,/Users/queen_nishika/Downloads/WES_trial2_01_20220808.mov,2230.370,30.0,Pool 4,Open,,,STATE,2073.170,2116.395,43.225,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Open,,,STATE,2073.702,2103.183,29.481,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Open,,,STATE,2074.486,2103.184,28.698,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 6,Open,,,STATE,2076.667,2082.970,6.303,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 2,Hiding,,,STATE,2077.188,2082.975,5.787,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 5,Hiding,,,STATE,2077.420,2095.711,18.291,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 6,Open,,,STATE,2077.634,2097.903,20.269,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 2,Hiding,,,STATE,2078.180,2087.923,9.743,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 5,Hiding,,,STATE,2078.475,2131.021,52.546,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 6,Open,,,STATE,2079.154,2105.671,26.517,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 1,Hiding,,,STATE,2079.434,2092.691,13.257,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 2,Open,,,STATE,2079.682,2100.701,21.019,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 3,Hiding,,,STATE,2080.679,2108.694,28.015,,
BR1_trial3_02_20220810,2023-09-05 11:52:35,,/Users/queen_nishika/Downloads/BR1_trial3_02_20220810.mov,2300.100,30.0,Pool 6,Open,,,STATE,2080.696,2112.695,31.999,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 3,Hiding,,,STATE,2080.698,2093.181,12.483,,
BR2_trial2_02_20220810,2023-09-05 14:44:00,,/Users/queen_nishika/Downloads/BR2_trial2_02_20220810.mov,2356.000,30.0,Pool 3,Open,,,STATE,2080.704,2082.700,1.996,,
BR2_trial2_02_20220810,2023-09-05 14:44:00,,/Users/queen_nishika/Downloads/BR2_trial2_02_20220810.mov,2356.000,30.0,Pool 6,Hiding,,,STATE,2081.695,2299.674,217.979,,
BR2_trial2_02_20220810,2023-09-05 14:44:00,,/Users/queen_nishika/Downloads/BR2_trial2_02_20220810.mov,2356.000,30.0,Pool 3,Hiding,,,STATE,2082.700,2157.154,74.454,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 1,Open,,,STATE,2083.666,2102.688,19.022,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 6,Hiding,,,STATE,2084.156,2115.733,31.577,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Hiding,,,STATE,2085.665,2109.711,24.046,,
BR1_trial3_02_20220810,2023-09-05 11:52:35,,/Users/queen_nishika/Downloads/BR1_trial3_02_20220810.mov,2300.100,30.0,Pool 2,Hiding,,,STATE,2085.700,2116.433,30.733,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 3,Open,,,STATE,2086.932,2116.191,29.259,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 2,Open,,,STATE,2087.923,2096.687,8.764,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Open,,,STATE,2088.157,2148.659,60.502,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 3,Open,,,STATE,2088.173,2145.697,57.524,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 5,Open,,,STATE,2088.190,2108.701,20.511,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 5,Open,,,STATE,2089.711,2096.709,6.998,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 4,Hiding,,,STATE,2090.171,2136.703,46.532,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Hiding,,,STATE,2090.648,2094.151,3.503,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 1,Open,,,STATE,2092.137,2206.634,114.497,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 1,Open,,,STATE,2092.691,2245.695,153.004,,
BR2_trial1_02_20220810,2023-09-20 10:35:46,,/Users/queen_nishika/Downloads/BR2_trial1_02_20220810.mov,2497.600,30.0,Pool 5,Hiding,,,STATE,2092.698,2102.697,9.999,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 6,Open,,,STATE,2092.702,2115.699,22.997,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 5,Hiding,,,STATE,2093.662,2147.902,54.240,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 3,Hiding,,,STATE,2094.134,2131.408,37.274,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 3,Open,,,STATE,2094.167,2116.930,22.763,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Open,,,STATE,2095.160,2113.406,18.246,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 3,Hiding,,,STATE,2095.700,2114.696,18.996,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 5,Hiding,,,STATE,2096.709,2129.700,32.991,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 5,Open,,,STATE,2097.429,2344.170,246.741,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 2,Open,,,STATE,2097.488,2176.315,78.827,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 2,Hiding,,,STATE,2097.675,2122.195,24.520,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 6,Hiding,,,STATE,2097.903,2104.655,6.752,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 5,Open,,,STATE,2098.461,2111.709,13.248,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Hiding,,,STATE,2099.186,2190.475,91.289,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 3,Hiding,,,STATE,2099.195,2099.520,0.325,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 3,Open,,,STATE,2099.639,2106.652,7.013,,
BR1_trial1_01_20220810,2023-08-23 10:38:18,,/Users/queen_nishika/Downloads/BR1_trial1_01_20220810.mov,2254.700,30.0,Pool 5,Open,,,STATE,2099.668,2140.697,41.029,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 4,Open,,,STATE,2099.689,2106.709,7.020,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 2,Hiding,,,STATE,2100.701,2138.173,37.472,,
BR_trial2_01_20220808_NR,2023-08-17 14:35:44,,/Users/queen_nishika/Downloads/BR_trial2_01_20220808.mov,2166.000,30.0,Pool 3,Open,,,STATE,2101.413,2116.704,15.291,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 2,Hiding,,,STATE,2102.662,2131.391,28.729,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 1,Hiding,,,STATE,2102.688,2130.415,27.727,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,2103.183,2138.677,35.494,,
BR2_trial1_02_20220810,2023-09-20 10:35:46,,/Users/queen_nishika/Downloads/BR2_trial1_02_20220810.mov,2497.600,30.0,Pool 5,Open,,,STATE,2103.695,2131.200,27.505,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 4,Open,,,STATE,2104.655,2108.151,3.496,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,2104.738,2137.230,32.492,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 6,Open,,,STATE,2105.642,2131.395,25.753,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 6,Hiding,,,STATE,2105.671,2143.916,38.245,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 4,Hiding,,,STATE,2106.709,2111.414,4.705,,
BR2_trial1_02_20220810,2023-09-20 10:35:46,,/Users/queen_nishika/Downloads/BR2_trial1_02_20220810.mov,2497.600,30.0,Pool 2,Open,,,STATE,2107.694,2127.682,19.988,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 4,Hiding,,,STATE,2108.151,2175.385,67.234,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 3,Hiding,,,STATE,2108.386,2188.009,79.623,,
BR_trial2_01_20220808_NR,2023-08-17 14:35:44,,/Users/queen_nishika/Downloads/BR_trial2_01_20220808.mov,2166.000,30.0,Pool 6,Open,,,STATE,2108.689,2151.703,43.014,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 5,Hiding,,,STATE,2108.701,2165.701,57.000,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 1,Hiding,,,STATE,2108.703,2113.704,5.001,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 3,Open,,,STATE,2109.680,2134.938,25.258,,
BR1_trial1_01_20220810,2023-08-23 10:38:18,,/Users/queen_nishika/Downloads/BR1_trial1_01_20220810.mov,2254.700,30.0,Pool 1,Hiding,,,STATE,2109.689,2237.708,128.019,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Open,,,STATE,2109.711,2112.696,2.985,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 6,Open,,,STATE,2110.916,2114.910,3.994,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 4,Open,,,STATE,2111.414,2116.162,4.748,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 2,Hiding,,,STATE,2111.702,2233.986,122.284,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Hiding,,,STATE,2112.696,2148.684,35.988,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 6,Hiding,,,STATE,2112.698,2196.469,83.771,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Hiding,,,STATE,2113.406,2115.915,2.509,,
BR1_trial3_02_20220810,2023-09-05 11:52:35,,/Users/queen_nishika/Downloads/BR1_trial3_02_20220810.mov,2300.100,30.0,Pool 6,Hiding,,,STATE,2113.685,2152.417,38.732,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 5,Hiding,,,STATE,2114.469,2133.382,18.913,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 3,Open,,,STATE,2114.696,2133.707,19.011,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 1,Open,,,STATE,2114.702,2119.704,5.002,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 6,Hiding,,,STATE,2114.910,2123.892,8.982,,
